event_type,node,reason,station_id,task_id,time,vehicle_id
task_released,,,,38,1,
task_released,,,,49,2,
task_released,,,,6,10,
task_released,,,,50,11,
task_released,,,,26,13,
task_completed,,,,38,14,
task_released,,,,83,18,
task_completed,,,,6,19,
task_completed,,,,49,20,
task_released,,,,75,23,
task_completed,,,,50,24,
vehicle_became_idle,,reach_depot,,,28,0
task_released,,,,10,29,
vehicle_became_idle,,reach_depot,,,29,2
task_released,,,,39,31,
task_released,,,,35,32,
task_released,,,,85,33,
task_released,,,,88,33,
task_completed,,,,83,33,
task_released,,,,31,35,
task_completed,,,,26,36,
vehicle_became_idle,,reach_depot,,,38,3
task_completed,,,,75,38,
vehicle_became_idle,,reach_depot,,,39,1
task_released,,,,66,41,
task_released,,,,81,42,
task_released,,,,94,42,
task_released,,,,32,43,
task_completed,,,,31,43,
vehicle_became_idle,,reach_depot,,,48,3
task_released,,,,17,49,
vehicle_became_idle,,reach_depot,,,49,5
task_completed,,,,10,50,
task_completed,,,,66,50,
task_completed,,,,39,50,
task_completed,,,,35,51,
task_completed,,,,85,51,
task_released,,,,73,54,
vehicle_became_idle,,reach_depot,,,54,6
task_completed,,,,88,54,
task_released,,,,60,55,
task_released,,,,90,55,
vehicle_became_idle,,reach_depot,,,60,1
task_completed,,,,81,60,
vehicle_became_idle,,reach_depot,,,60,4
task_completed,,,,60,65,
task_completed,,,,17,66,
vehicle_became_idle,,reach_depot,,,70,2
vehicle_became_idle,,reach_depot,,,70,8
vehicle_became_idle,,reach_depot,,,71,7
vehicle_became_idle,,reach_depot,,,72,0
vehicle_became_idle,,reach_depot,,,72,3
task_released,,,,14,75,
vehicle_became_idle,,reach_depot,,,76,6
vehicle_became_idle,,reach_depot,,,76,9
vehicle_reached_station,,,0,,77,0
task_released,,,,43,79,
vehicle_became_idle,,reach_depot,,,83,5
task_released,,,,96,86,
task_released,,,,74,87,
task_released,,,,25,89,
task_released,,,,91,90,
task_completed,,,,43,92,
vehicle_finished_charging,,,0,,94,0
task_released,,,,76,97,
task_released,,,,1,98,
task_completed,,,,74,100,
task_completed,,,,96,100,
task_released,,,,19,101,
vehicle_became_idle,,reach_depot,,,106,4
task_completed,,,,76,108,
