event_type,node,reason,station_id,task_id,time,vehicle_id
task_released,,,,64,3,
task_released,,,,21,14,
task_released,,,,42,14,
task_released,,,,99,14,
task_released,,,,22,16,
task_released,,,,80,16,
task_completed,,,,80,20,
task_completed,,,,64,22,
task_released,,,,39,23,
vehicle_became_idle,,reach_depot,,,25,5
task_released,,,,27,26,
task_released,,,,72,26,
task_released,,,,86,27,
task_completed,,,,42,28,
task_completed,,,,99,28,
task_released,,,,62,29,
task_released,,,,45,30,
task_released,,,,8,31,
task_completed,,,,21,31,
task_completed,,,,22,33,
task_released,,,,51,37,
task_released,,,,6,38,
task_completed,,,,39,38,
task_released,,,,25,39,
task_released,,,,16,42,
vehicle_became_idle,,reach_depot,,,42,0
task_completed,,,,27,42,
task_completed,,,,86,42,
vehicle_became_idle,,reach_depot,,,43,2
vehicle_became_idle,,reach_depot,,,43,3
task_completed,,,,72,43,
task_completed,,,,62,43,
task_released,,,,47,47,
task_completed,,,,51,48,
vehicle_became_idle,,reach_depot,,,49,1
vehicle_became_idle,,reach_depot,,,51,4
task_released,,,,24,52,
task_released,,,,94,52,
task_completed,,,,16,53,
vehicle_became_idle,,reach_depot,,,53,2
vehicle_became_idle,,reach_depot,,,54,6
task_completed,,,,45,57,
vehicle_became_idle,,reach_depot,,,58,8
vehicle_became_idle,,reach_depot,,,58,9
vehicle_became_idle,,reach_depot,,,59,7
task_released,,,,36,60,
vehicle_became_idle,,reach_depot,,,61,5
task_released,,,,96,64,
vehicle_became_idle,,reach_depot,,,64,0
task_released,,,,43,67,
task_completed,,,,6,68,
task_completed,,,,47,69,
task_released,,,,44,70,
task_released,,,,88,70,
task_completed,,,,94,71,
vehicle_became_idle,,reach_depot,,,71,3
task_released,,,,58,72,
task_completed,,,,8,72,
task_released,,,,4,74,
task_completed,,,,24,74,
task_completed,,,,25,76,
task_completed,,,,36,77,
task_released,,,,50,79,
task_completed,,,,43,81,
task_released,,,,12,83,
task_completed,,,,12,85,
task_released,,,,13,87,
task_released,,,,91,87,
vehicle_became_idle,,reach_depot,,,87,1
vehicle_became_idle,,reach_depot,,,87,4
vehicle_became_idle,,reach_depot,,,88,0
vehicle_became_idle,,reach_depot,,,89,2
vehicle_became_idle,,reach_depot,,,90,6
vehicle_became_idle,,reach_depot,,,90,9
task_released,,,,84,93,
vehicle_became_idle,,reach_depot,,,94,8
vehicle_reached_station,,,3,,95,1
vehicle_reached_station,,,3,,95,4
vehicle_became_idle,,reach_depot,,,95,7
task_released,,,,53,96,
vehicle_reached_station,,,3,,96,0
vehicle_became_idle,,reach_depot,,,96,5
charge_unreachable,0,,,,96,5
vehicle_reached_station,,,3,,97,2
charge_unreachable,0,,,,97,5
charge_unreachable,0,,,,98,5
vehicle_reached_station,,,3,,98,6
charge_unreachable,0,,,,99,5
task_completed,,,,53,100,
charge_unreachable,0,,,,100,5
charge_unreachable,0,,,,101,5
task_released,,,,95,102,
vehicle_reached_station,,,3,,102,8
task_released,,,,65,103,
vehicle_reached_station,,,3,,103,7
task_completed,,,,95,104,
vehicle_became_idle,,reach_depot,,,105,3
task_released,,,,5,107,
vehicle_became_idle,,reach_depot,,,107,5
charge_unreachable,0,,,,107,5
task_released,,,,55,108,
task_released,,,,89,108,
charge_unreachable,0,,,,108,5
task_released,,,,41,109,
charge_unreachable,0,,,,109,5
charge_unreachable,0,,,,110,5
charge_unreachable,0,,,,111,5
task_released,,,,31,112,
charge_unreachable,0,,,,112,5
vehicle_reached_station,,,3,,113,3
charge_unreachable,0,,,,113,5
vehicle_finished_charging,,,3,,113,1
vehicle_finished_charging,,,3,,113,4
task_released,,,,9,114,
charge_unreachable,0,,,,114,5
task_completed,,,,41,114,
charge_unreachable,0,,,,115,5
task_released,,,,3,116,
task_released,,,,70,116,
charge_unreachable,0,,,,116,5
charge_unreachable,0,,,,117,5
charge_unreachable,0,,,,118,5
charge_unreachable,0,,,,119,5
task_released,,,,19,120,
charge_unreachable,0,,,,120,5
vehicle_became_idle,,reach_depot,,,120,9
charge_unreachable,0,,,,121,5
task_released,,,,63,122,
charge_unreachable,0,,,,122,5
charge_unreachable,0,,,,123,5
charge_unreachable,0,,,,124,5
charge_unreachable,0,,,,125,5
charge_unreachable,0,,,,126,5
charge_unreachable,0,,,,127,5
charge_unreachable,0,,,,128,5
vehicle_reached_station,,,3,,128,9
charge_unreachable,0,,,,129,5
vehicle_finished_charging,,,3,,129,0
task_released,,,,85,130,
charge_unreachable,0,,,,130,5
charge_unreachable,0,,,,131,5
vehicle_finished_charging,,,3,,131,2
task_released,,,,46,132,
charge_unreachable,0,,,,132,5
task_released,,,,17,133,
charge_unreachable,0,,,,133,5
task_released,,,,82,134,
charge_unreachable,0,,,,134,5
charge_unreachable,0,,,,135,5
charge_unreachable,0,,,,136,5
vehicle_became_idle,,reach_depot,,,137,1
charge_unreachable,0,,,,137,5
charge_unreachable,0,,,,138,5
charge_unreachable,0,,,,139,5
charge_unreachable,0,,,,140,5
task_released,,,,26,141,
vehicle_became_idle,,reach_depot,,,141,4
charge_unreachable,0,,,,141,5
charge_unreachable,0,,,,142,5
vehicle_became_idle,,reach_depot,,,143,0
vehicle_became_idle,,reach_depot,,,143,1
charge_unreachable,0,,,,143,5
task_released,,,,78,144,
charge_unreachable,0,,,,144,5
charge_unreachable,0,,,,145,5
charge_unreachable,0,,,,146,5
vehicle_finished_charging,,,3,,146,6
charge_unreachable,0,,,,147,5
charge_unreachable,0,,,,148,5
vehicle_finished_charging,,,3,,148,8
charge_unreachable,0,,,,149,5
task_released,,,,97,150,
charge_unreachable,0,,,,150,5
task_released,,,,92,151,
charge_unreachable,0,,,,151,5
charge_unreachable,0,,,,152,5
charge_unreachable,0,,,,153,5
vehicle_became_idle,,reach_depot,,,154,2
charge_unreachable,0,,,,154,5
charge_unreachable,0,,,,155,5
charge_unreachable,0,,,,156,5
task_released,,,,75,157,
charge_unreachable,0,,,,157,5
charge_unreachable,0,,,,158,5
task_released,,,,59,159,
task_released,,,,73,159,
task_released,,,,93,159,
charge_unreachable,0,,,,159,5
charge_unreachable,0,,,,160,5
task_completed,,,,63,161,
charge_unreachable,0,,,,161,5
task_completed,,,,19,162,
charge_unreachable,0,,,,162,5
charge_unreachable,0,,,,163,5
task_released,,,,74,164,
