event_type,node,reason,station_id,task_id,time,vehicle_id
task_released,,,,87,3,
task_released,,,,71,4,
task_released,,,,52,6,
task_released,,,,43,7,
task_released,,,,88,15,
task_released,,,,23,17,
task_released,,,,65,18,
task_released,,,,4,20,
task_released,,,,21,21,
task_released,,,,11,22,
task_completed,,,,43,23,
task_released,,,,66,24,
task_completed,,,,21,24,
task_completed,,,,87,25,
task_completed,,,,71,25,
task_released,,,,62,27,
vehicle_became_idle,,reach_depot,,,28,8
task_completed,,,,52,29,
task_released,,,,61,30,
task_completed,,,,88,31,
task_released,,,,7,32,
task_released,,,,59,32,
task_released,,,,58,33,
task_released,,,,19,35,
task_released,,,,67,35,
task_released,,,,70,38,
task_released,,,,76,38,
task_completed,,,,23,38,
task_completed,,,,11,39,
vehicle_became_idle,,reach_depot,,,40,3
task_released,,,,79,41,
task_completed,,,,65,42,
task_completed,,,,4,42,
task_released,,,,51,43,
task_released,,,,32,45,
task_released,,,,20,47,
vehicle_became_idle,,reach_depot,,,47,1
vehicle_became_idle,,reach_depot,,,48,0
vehicle_became_idle,,reach_depot,,,48,4
task_completed,,,,66,50,
task_released,,,,8,52,
task_released,,,,60,52,
task_completed,,,,79,52,
task_released,,,,77,53,
vehicle_became_idle,,reach_depot,,,53,2
task_released,,,,14,57,
task_completed,,,,51,57,
vehicle_became_idle,,reach_depot,,,57,9
task_completed,,,,19,60,
vehicle_became_idle,,reach_depot,,,60,5
task_completed,,,,70,62,
task_completed,,,,8,63,
vehicle_became_idle,,reach_depot,,,64,3
vehicle_became_idle,,reach_depot,,,65,7
task_released,,,,85,67,
vehicle_became_idle,,reach_depot,,,67,1
vehicle_became_idle,,reach_depot,,,67,6
task_completed,,,,77,68,
task_released,,,,73,70,
task_released,,,,96,70,
task_completed,,,,96,71,
vehicle_became_idle,,reach_depot,,,72,0
task_completed,,,,14,72,
vehicle_became_idle,,reach_depot,,,72,8
vehicle_became_idle,,reach_depot,,,73,1
vehicle_became_idle,,reach_depot,,,73,2
task_released,,,,41,75,
task_released,,,,22,76,
task_released,,,,72,76,
vehicle_reached_station,,,0,,76,0
vehicle_became_idle,,reach_depot,,,76,4
task_completed,,,,41,76,
vehicle_reached_station,,,0,,77,1
vehicle_reached_station,,,0,,77,2
vehicle_became_idle,,reach_depot,,,78,6
vehicle_became_idle,,reach_depot,,,79,9
task_completed,,,,73,80,
task_completed,,,,61,82,
vehicle_became_idle,,reach_depot,,,84,5
task_released,,,,94,87,
task_released,,,,40,88,
vehicle_reached_station,,,0,,88,5
vehicle_became_idle,,reach_depot,,,91,3
charge_unreachable,0,,,,91,3
task_released,,,,68,92,
charge_unreachable,0,,,,92,3
vehicle_finished_charging,,,0,,92,0
vehicle_finished_charging,,,0,,92,1
charge_unreachable,0,,,,93,3
charge_unreachable,0,,,,94,3
task_released,,,,1,95,
charge_unreachable,0,,,,95,3
charge_unreachable,0,,,,96,3
charge_unreachable,0,,,,97,3
charge_unreachable,0,,,,98,3
charge_unreachable,0,,,,99,3
vehicle_became_idle,,reach_depot,,,99,7
charge_unreachable,0,,,,99,7
charge_unreachable,0,,,,100,3
charge_unreachable,0,,,,100,7
charge_unreachable,0,,,,101,3
charge_unreachable,0,,,,101,7
charge_unreachable,0,,,,102,3
charge_unreachable,0,,,,102,7
charge_unreachable,0,,,,103,3
charge_unreachable,0,,,,103,7
charge_unreachable,0,,,,104,3
charge_unreachable,0,,,,104,7
charge_unreachable,0,,,,105,3
charge_unreachable,0,,,,105,7
task_released,,,,42,106,
charge_unreachable,0,,,,106,3
charge_unreachable,0,,,,106,7
task_released,,,,10,107,
charge_unreachable,0,,,,107,3
charge_unreachable,0,,,,107,7
task_released,,,,95,108,
charge_unreachable,0,,,,108,3
charge_unreachable,0,,,,108,7
vehicle_finished_charging,,,0,,108,2
vehicle_finished_charging,,,0,,108,5
task_completed,,,,22,109,
charge_unreachable,0,,,,109,3
charge_unreachable,0,,,,109,7
task_completed,,,,1,109,
charge_unreachable,0,,,,110,3
charge_unreachable,0,,,,110,7
charge_unreachable,0,,,,111,3
charge_unreachable,0,,,,111,7
task_released,,,,84,112,
task_completed,,,,68,112,
charge_unreachable,0,,,,112,3
task_completed,,,,10,112,
charge_unreachable,0,,,,112,7
task_released,,,,31,113,
task_released,,,,75,113,
charge_unreachable,0,,,,113,3
charge_unreachable,0,,,,113,7
charge_unreachable,0,,,,114,3
charge_unreachable,0,,,,114,7
charge_unreachable,0,,,,115,3
charge_unreachable,0,,,,115,7
charge_unreachable,0,,,,116,3
charge_unreachable,0,,,,116,7
charge_unreachable,0,,,,117,3
charge_unreachable,0,,,,117,7
task_released,,,,36,118,
task_released,,,,74,118,
charge_unreachable,0,,,,118,3
vehicle_became_idle,,reach_depot,,,118,4
charge_unreachable,0,,,,118,7
charge_unreachable,0,,,,119,3
charge_unreachable,0,,,,119,7
charge_unreachable,0,,,,120,3
charge_unreachable,0,,,,120,7
task_released,,,,6,121,
task_released,,,,24,121,
charge_unreachable,0,,,,121,3
charge_unreachable,0,,,,121,7
charge_unreachable,0,,,,122,3
vehicle_reached_station,,,0,,122,4
task_completed,,,,31,122,
charge_unreachable,0,,,,122,7
task_completed,,,,95,123,
charge_unreachable,0,,,,123,3
charge_unreachable,0,,,,123,7
task_released,,,,63,124,
charge_unreachable,0,,,,124,3
charge_unreachable,0,,,,124,7
vehicle_became_idle,,reach_depot,,,124,8
charge_unreachable,0,,,,124,8
charge_unreachable,0,,,,125,3
charge_unreachable,0,,,,125,7
charge_unreachable,0,,,,125,8
charge_unreachable,0,,,,126,3
charge_unreachable,0,,,,126,7
charge_unreachable,0,,,,126,8
task_released,,,,35,127,
charge_unreachable,0,,,,127,3
charge_unreachable,0,,,,127,7
charge_unreachable,0,,,,127,8
task_released,,,,83,128,
vehicle_became_idle,,reach_depot,,,128,1
charge_unreachable,0,,,,128,3
charge_unreachable,0,,,,128,7
charge_unreachable,0,,,,128,8
task_released,,,,81,129,
vehicle_became_idle,,reach_depot,,,129,0
charge_unreachable,0,,,,129,3
charge_unreachable,0,,,,129,7
charge_unreachable,0,,,,129,8
charge_unreachable,0,,,,130,3
charge_unreachable,0,,,,130,7
charge_unreachable,0,,,,130,8
charge_unreachable,0,,,,131,3
charge_unreachable,0,,,,131,7
charge_unreachable,0,,,,131,8
task_released,,,,39,132,
charge_unreachable,0,,,,132,3
vehicle_became_idle,,reach_depot,,,132,6
charge_unreachable,0,,,,132,7
charge_unreachable,0,,,,132,8
charge_unreachable,0,,,,133,3
charge_unreachable,0,,,,133,7
charge_unreachable,0,,,,133,8
task_completed,,,,63,133,
charge_unreachable,0,,,,134,3
charge_unreachable,0,,,,134,7
charge_unreachable,0,,,,134,8
charge_unreachable,0,,,,135,3
charge_unreachable,0,,,,135,7
charge_unreachable,0,,,,135,8
charge_unreachable,0,,,,136,3
vehicle_reached_station,,,0,,136,6
charge_unreachable,0,,,,136,7
charge_unreachable,0,,,,136,8
task_completed,,,,39,137,
charge_unreachable,0,,,,137,3
charge_unreachable,0,,,,137,7
charge_unreachable,0,,,,137,8
charge_unreachable,0,,,,138,3
charge_unreachable,0,,,,138,7
charge_unreachable,0,,,,138,8
charge_unreachable,0,,,,139,3
charge_unreachable,0,,,,139,7
charge_unreachable,0,,,,139,8
vehicle_finished_charging,,,0,,139,4
task_released,,,,48,140,
charge_unreachable,0,,,,140,3
charge_unreachable,0,,,,140,7
charge_unreachable,0,,,,140,8
task_released,,,,50,141,
vehicle_became_idle,,reach_depot,,,141,2
charge_unreachable,0,,,,141,3
charge_unreachable,0,,,,141,7
charge_unreachable,0,,,,141,8
charge_unreachable,0,,,,142,3
charge_unreachable,0,,,,142,7
charge_unreachable,0,,,,142,8
vehicle_became_idle,,reach_depot,,,143,0
charge_unreachable,0,,,,143,3
vehicle_became_idle,,reach_depot,,,143,5
charge_unreachable,0,,,,143,7
charge_unreachable,0,,,,143,8
vehicle_became_idle,,reach_depot,,,143,9
charge_unreachable,0,,,,143,9
charge_unreachable,0,,,,144,3
charge_unreachable,0,,,,144,7
charge_unreachable,0,,,,144,8
charge_unreachable,0,,,,144,9
charge_unreachable,0,,,,145,3
charge_unreachable,0,,,,145,7
charge_unreachable,0,,,,145,8
charge_unreachable,0,,,,145,9
charge_unreachable,0,,,,146,3
charge_unreachable,0,,,,146,7
charge_unreachable,0,,,,146,8
charge_unreachable,0,,,,146,9
task_completed,,,,6,147,
task_completed,,,,50,147,
charge_unreachable,0,,,,147,3
charge_unreachable,0,,,,147,7
charge_unreachable,0,,,,147,8
charge_unreachable,0,,,,147,9
charge_unreachable,0,,,,148,3
charge_unreachable,0,,,,148,7
charge_unreachable,0,,,,148,8
charge_unreachable,0,,,,148,9
charge_unreachable,0,,,,149,3
charge_unreachable,0,,,,149,7
charge_unreachable,0,,,,149,8
charge_unreachable,0,,,,149,9
charge_unreachable,0,,,,150,3
charge_unreachable,0,,,,150,7
charge_unreachable,0,,,,150,8
charge_unreachable,0,,,,150,9
charge_unreachable,0,,,,151,3
charge_unreachable,0,,,,151,7
charge_unreachable,0,,,,151,8
charge_unreachable,0,,,,151,9
charge_unreachable,0,,,,152,3
charge_unreachable,0,,,,152,7
charge_unreachable,0,,,,152,8
charge_unreachable,0,,,,152,9
vehicle_became_idle,,reach_depot,,,153,2
charge_unreachable,0,,,,153,3
charge_unreachable,0,,,,153,7
charge_unreachable,0,,,,153,8
charge_unreachable,0,,,,153,9
vehicle_finished_charging,,,0,,153,6
task_released,,,,91,154,
charge_unreachable,0,,,,154,3
