event_type,node,reason,station_id,task_id,time,vehicle_id
task_released,,,,17,0,
task_released,,,,11,2,
task_released,,,,99,3,
task_released,,,,23,5,
task_completed,,,,17,8,
task_released,,,,68,11,
task_completed,,,,23,14,
task_released,,,,61,15,
task_released,,,,67,15,
task_completed,,,,11,16,
task_released,,,,53,17,
vehicle_became_idle,,reach_depot,,,17,0
task_completed,,,,99,17,
task_completed,,,,61,18,
task_released,,,,5,21,
vehicle_became_idle,,reach_depot,,,22,6
task_released,,,,89,24,
vehicle_became_idle,,reach_depot,,,24,3
task_completed,,,,68,25,
task_completed,,,,67,25,
task_released,,,,18,26,
task_completed,,,,18,27,
vehicle_became_idle,,reach_depot,,,29,3
vehicle_became_idle,,reach_depot,,,31,1
task_released,,,,7,32,
task_released,,,,79,32,
vehicle_became_idle,,reach_depot,,,32,2
task_completed,,,,7,33,
task_completed,,,,53,34,
task_released,,,,45,35,
vehicle_became_idle,,reach_depot,,,35,1
task_released,,,,63,36,
vehicle_became_idle,,reach_depot,,,36,5
task_released,,,,46,37,
task_completed,,,,5,37,
task_released,,,,33,38,
task_released,,,,55,38,
task_released,,,,60,39,
task_released,,,,91,39,
vehicle_became_idle,,reach_depot,,,40,4
task_released,,,,13,42,
task_completed,,,,33,42,
task_released,,,,21,44,
task_completed,,,,45,44,
task_completed,,,,46,45,
task_released,,,,4,46,
task_completed,,,,79,46,
vehicle_became_idle,,reach_depot,,,47,8
task_completed,,,,89,49,
task_completed,,,,63,50,
vehicle_became_idle,,reach_depot,,,52,7
task_released,,,,41,53,
task_completed,,,,55,53,
vehicle_became_idle,,reach_depot,,,54,0
vehicle_became_idle,,reach_depot,,,54,2
vehicle_became_idle,,reach_depot,,,54,5
task_released,,,,22,60,
vehicle_became_idle,,reach_depot,,,61,3
task_completed,,,,21,61,
vehicle_became_idle,,reach_depot,,,65,1
task_completed,,,,91,65,
task_released,,,,58,66,
task_released,,,,26,67,
task_released,,,,50,67,
task_completed,,,,13,69,
vehicle_became_idle,,reach_depot,,,69,9
task_completed,,,,4,70,
task_completed,,,,41,74,
vehicle_became_idle,,reach_depot,,,75,6
vehicle_became_idle,,reach_depot,,,75,8
task_released,,,,37,78,
task_released,,,,6,80,
task_released,,,,96,81,
task_completed,,,,26,81,
vehicle_became_idle,,reach_depot,,,84,0
charge_unreachable,0,,,,84,0
charge_unreachable,0,,,,85,0
charge_unreachable,0,,,,86,0
vehicle_became_idle,,reach_depot,,,86,5
task_completed,,,,50,86,
charge_unreachable,0,,,,87,0
charge_unreachable,0,,,,88,0
charge_unreachable,0,,,,89,0
task_released,,,,24,90,
task_released,,,,49,90,
charge_unreachable,0,,,,90,0
vehicle_became_idle,,reach_depot,,,90,4
charge_unreachable,0,,,,90,4
charge_unreachable,0,,,,91,0
charge_unreachable,0,,,,91,4
charge_unreachable,0,,,,92,0
charge_unreachable,0,,,,92,4
vehicle_reached_station,,,2,,92,5
charge_unreachable,0,,,,93,0
task_completed,,,,6,93,
charge_unreachable,0,,,,93,4
charge_unreachable,0,,,,94,0
charge_unreachable,0,,,,94,4
task_completed,,,,60,94,
task_released,,,,3,95,
charge_unreachable,0,,,,95,0
charge_unreachable,0,,,,95,4
charge_unreachable,0,,,,96,0
task_completed,,,,49,96,
vehicle_became_idle,,reach_depot,,,96,2
charge_unreachable,0,,,,96,2
charge_unreachable,0,,,,96,4
vehicle_became_idle,,reach_depot,,,96,7
charge_unreachable,0,,,,96,7
task_released,,,,2,97,
charge_unreachable,0,,,,97,0
charge_unreachable,0,,,,97,2
charge_unreachable,0,,,,97,4
charge_unreachable,0,,,,97,7
charge_unreachable,0,,,,98,0
charge_unreachable,0,,,,98,2
charge_unreachable,0,,,,98,4
charge_unreachable,0,,,,98,7
charge_unreachable,0,,,,99,0
charge_unreachable,0,,,,99,2
charge_unreachable,0,,,,99,4
charge_unreachable,0,,,,99,7
charge_unreachable,0,,,,100,0
charge_unreachable,0,,,,100,2
charge_unreachable,0,,,,100,4
charge_unreachable,0,,,,100,7
task_released,,,,20,101,
charge_unreachable,0,,,,101,0
charge_unreachable,0,,,,101,2
charge_unreachable,0,,,,101,4
task_completed,,,,3,101,
charge_unreachable,0,,,,101,7
task_released,,,,76,102,
charge_unreachable,0,,,,102,0
charge_unreachable,0,,,,102,2
charge_unreachable,0,,,,102,4
charge_unreachable,0,,,,102,7
charge_unreachable,0,,,,103,0
vehicle_became_idle,,reach_depot,,,103,1
charge_unreachable,0,,,,103,2
charge_unreachable,0,,,,103,4
charge_unreachable,0,,,,103,7
vehicle_became_idle,,reach_depot,,,103,9
task_released,,,,47,104,
charge_unreachable,0,,,,104,0
charge_unreachable,0,,,,104,2
charge_unreachable,0,,,,104,4
charge_unreachable,0,,,,104,7
charge_unreachable,0,,,,105,0
charge_unreachable,0,,,,105,2
charge_unreachable,0,,,,105,4
charge_unreachable,0,,,,105,7
charge_unreachable,0,,,,106,0
charge_unreachable,0,,,,106,2
charge_unreachable,0,,,,106,4
charge_unreachable,0,,,,106,7
charge_unreachable,0,,,,107,0
charge_unreachable,0,,,,107,2
vehicle_became_idle,,reach_depot,,,107,3
charge_unreachable,0,,,,107,3
charge_unreachable,0,,,,107,4
charge_unreachable,0,,,,107,7
charge_unreachable,0,,,,108,0
charge_unreachable,0,,,,108,2
charge_unreachable,0,,,,108,3
charge_unreachable,0,,,,108,4
vehicle_became_idle,,reach_depot,,,108,6
charge_unreachable,0,,,,108,7
task_released,,,,31,109,
charge_unreachable,0,,,,109,0
vehicle_reached_station,,,2,,109,1
charge_unreachable,0,,,,109,2
charge_unreachable,0,,,,109,3
charge_unreachable,0,,,,109,4
charge_unreachable,0,,,,109,7
vehicle_finished_charging,,,2,,109,5
charge_unreachable,0,,,,110,0
charge_unreachable,0,,,,110,2
charge_unreachable,0,,,,110,3
charge_unreachable,0,,,,110,4
charge_unreachable,0,,,,110,7
task_completed,,,,47,110,
charge_unreachable,0,,,,111,0
charge_unreachable,0,,,,111,2
charge_unreachable,0,,,,111,3
charge_unreachable,0,,,,111,4
charge_unreachable,0,,,,111,7
charge_unreachable,0,,,,112,0
charge_unreachable,0,,,,112,2
charge_unreachable,0,,,,112,3
charge_unreachable,0,,,,112,4
charge_unreachable,0,,,,112,7
charge_unreachable,0,,,,113,0
charge_unreachable,0,,,,113,2
charge_unreachable,0,,,,113,3
charge_unreachable,0,,,,113,4
charge_unreachable,0,,,,113,7
vehicle_became_idle,,reach_depot,,,113,8
task_released,,,,97,114,
charge_unreachable,0,,,,114,0
charge_unreachable,0,,,,114,2
charge_unreachable,0,,,,114,3
charge_unreachable,0,,,,114,4
vehicle_reached_station,,,2,,114,6
charge_unreachable,0,,,,114,7
task_released,,,,94,115,
charge_unreachable,0,,,,115,0
charge_unreachable,0,,,,115,2
charge_unreachable,0,,,,115,3
charge_unreachable,0,,,,115,4
charge_unreachable,0,,,,115,7
charge_unreachable,0,,,,116,0
charge_unreachable,0,,,,116,2
charge_unreachable,0,,,,116,3
charge_unreachable,0,,,,116,4
charge_unreachable,0,,,,116,7
task_released,,,,14,117,
charge_unreachable,0,,,,117,0
charge_unreachable,0,,,,117,2
charge_unreachable,0,,,,117,3
charge_unreachable,0,,,,117,4
charge_unreachable,0,,,,117,7
vehicle_became_idle,,reach_depot,,,117,9
charge_unreachable,0,,,,117,9
charge_unreachable,0,,,,118,0
charge_unreachable,0,,,,118,2
charge_unreachable,0,,,,118,3
charge_unreachable,0,,,,118,4
charge_unreachable,0,,,,118,7
charge_unreachable,0,,,,118,9
charge_unreachable,0,,,,119,0
charge_unreachable,0,,,,119,2
charge_unreachable,0,,,,119,3
charge_unreachable,0,,,,119,4
charge_unreachable,0,,,,119,7
vehicle_reached_station,,,2,,119,8
charge_unreachable,0,,,,119,9
charge_unreachable,0,,,,120,0
charge_unreachable,0,,,,120,2
charge_unreachable,0,,,,120,3
charge_unreachable,0,,,,120,4
charge_unreachable,0,,,,120,7
charge_unreachable,0,,,,120,9
charge_unreachable,0,,,,121,0
charge_unreachable,0,,,,121,2
charge_unreachable,0,,,,121,3
charge_unreachable,0,,,,121,4
