event_type,node,reason,station_id,task_id,time,vehicle_id
charge_unreachable,0,,,,462,3
charge_unreachable,0,,,,462,7
charge_unreachable,0,,,,462,8
charge_unreachable,0,,,,462,10
charge_unreachable,0,,,,462,12
charge_unreachable,0,,,,462,13
charge_unreachable,0,,,,462,17
task_released,,,,157,463,
charge_unreachable,0,,,,463,0
charge_unreachable,0,,,,463,1
charge_unreachable,0,,,,463,2
charge_unreachable,0,,,,463,3
charge_unreachable,0,,,,463,7
charge_unreachable,0,,,,463,8
charge_unreachable,0,,,,463,10
charge_unreachable,0,,,,463,12
charge_unreachable,0,,,,463,13
charge_unreachable,0,,,,463,17
task_released,,,,54,464,
task_released,,,,61,464,
task_released,,,,219,464,
charge_unreachable,0,,,,464,0
charge_unreachable,0,,,,464,1
charge_unreachable,0,,,,464,2
charge_unreachable,0,,,,464,3
charge_unreachable,0,,,,464,7
charge_unreachable,0,,,,464,8
charge_unreachable,0,,,,464,10
charge_unreachable,0,,,,464,12
charge_unreachable,0,,,,464,13
