event_type,node,reason,task_id,time,vehicle_id
charge_unreachable,0,,,176,1
charge_unreachable,0,,,176,2
charge_unreachable,0,,,176,4
charge_unreachable,0,,,177,0
charge_unreachable,0,,,177,1
charge_unreachable,0,,,177,2
charge_unreachable,0,,,177,4
charge_unreachable,0,,,178,0
charge_unreachable,0,,,178,1
charge_unreachable,0,,,178,2
charge_unreachable,0,,,178,4
charge_unreachable,0,,,179,0
charge_unreachable,0,,,179,1
charge_unreachable,0,,,179,2
vehicle_became_idle,,reach_depot,,179,3
charge_unreachable,0,,,179,3
charge_unreachable,0,,,179,4
