event_type,node,reason,station_id,task_id,time,vehicle_id
task_released,,,,87,3,
task_released,,,,71,4,
task_released,,,,52,6,
task_released,,,,43,7,
task_released,,,,88,15,
task_released,,,,23,17,
task_released,,,,65,18,
task_released,,,,4,20,
task_released,,,,21,21,
task_released,,,,11,22,
task_completed,,,,43,23,
task_released,,,,66,24,
task_completed,,,,21,24,
task_completed,,,,87,25,
task_completed,,,,71,25,
task_released,,,,62,27,
vehicle_became_idle,,reach_depot,,,28,8
task_completed,,,,52,29,
task_released,,,,61,30,
task_completed,,,,88,31,
task_released,,,,7,32,
task_released,,,,59,32,
task_released,,,,58,33,
task_released,,,,19,35,
task_released,,,,67,35,
task_released,,,,70,38,
task_released,,,,76,38,
task_completed,,,,23,38,
task_completed,,,,11,39,
vehicle_became_idle,,reach_depot,,,40,3
task_released,,,,79,41,
task_completed,,,,65,42,
task_completed,,,,4,42,
task_released,,,,51,43,
task_released,,,,32,45,
task_released,,,,20,47,
vehicle_became_idle,,reach_depot,,,47,1
vehicle_became_idle,,reach_depot,,,48,0
vehicle_became_idle,,reach_depot,,,48,4
task_released,,,,8,52,
task_released,,,,60,52,
task_completed,,,,62,52,
task_released,,,,77,53,
vehicle_became_idle,,reach_depot,,,53,2
task_released,,,,14,57,
task_completed,,,,51,57,
task_completed,,,,61,57,
vehicle_became_idle,,reach_depot,,,57,9
task_completed,,,,19,60,
vehicle_became_idle,,reach_depot,,,60,5
task_completed,,,,8,63,
vehicle_became_idle,,reach_depot,,,65,7
task_released,,,,85,67,
vehicle_became_idle,,reach_depot,,,67,1
vehicle_became_idle,,reach_depot,,,67,6
task_released,,,,73,70,
task_released,,,,96,70,
task_completed,,,,96,71,
task_completed,,,,32,71,
vehicle_became_idle,,reach_depot,,,72,0
vehicle_became_idle,,reach_depot,,,73,1
vehicle_became_idle,,reach_depot,,,73,2
vehicle_became_idle,,reach_depot,,,74,3
task_completed,,,,70,74,
task_released,,,,41,75,
task_released,,,,22,76,
task_released,,,,72,76,
vehicle_reached_station,,,0,,76,0
task_completed,,,,77,76,
vehicle_became_idle,,reach_depot,,,76,8
vehicle_reached_station,,,0,,77,1
vehicle_reached_station,,,0,,77,2
task_completed,,,,20,77,
vehicle_reached_station,,,0,,78,3
task_completed,,,,79,79,
task_released,,,,94,87,
vehicle_became_idle,,reach_depot,,,87,7
task_completed,,,,73,87,
task_released,,,,40,88,
vehicle_became_idle,,reach_depot,,,88,5
vehicle_became_idle,,reach_depot,,,91,6
vehicle_reached_station,,,0,,91,7
task_released,,,,68,92,
vehicle_reached_station,,,0,,92,5
vehicle_finished_charging,,,0,,92,0
vehicle_finished_charging,,,0,,92,1
vehicle_became_idle,,reach_depot,,,94,4
charge_unreachable,0,,,,94,4
task_released,,,,1,95,
charge_unreachable,0,,,,95,4
vehicle_reached_station,,,0,,95,6
charge_unreachable,0,,,,96,4
charge_unreachable,0,,,,97,4
vehicle_became_idle,,reach_depot,,,97,9
charge_unreachable,0,,,,98,4
vehicle_became_idle,,reach_depot,,,98,8
charge_unreachable,0,,,,99,4
charge_unreachable,0,,,,100,4
charge_unreachable,0,,,,101,4
vehicle_reached_station,,,0,,101,9
charge_unreachable,0,,,,102,4
vehicle_reached_station,,,0,,102,8
charge_unreachable,0,,,,103,4
charge_unreachable,0,,,,104,4
charge_unreachable,0,,,,105,4
task_released,,,,42,106,
charge_unreachable,0,,,,106,4
task_released,,,,10,107,
charge_unreachable,0,,,,107,4
task_released,,,,95,108,
vehicle_became_idle,,reach_depot,,,108,1
charge_unreachable,0,,,,108,4
vehicle_finished_charging,,,0,,108,2
vehicle_finished_charging,,,0,,108,3
charge_unreachable,0,,,,109,4
charge_unreachable,0,,,,110,4
charge_unreachable,0,,,,111,4
task_released,,,,84,112,
charge_unreachable,0,,,,112,4
task_released,,,,31,113,
task_released,,,,75,113,
task_completed,,,,72,113,
charge_unreachable,0,,,,113,4
charge_unreachable,0,,,,114,4
charge_unreachable,0,,,,115,4
charge_unreachable,0,,,,116,4
charge_unreachable,0,,,,117,4
task_released,,,,36,118,
task_released,,,,74,118,
charge_unreachable,0,,,,118,4
charge_unreachable,0,,,,119,4
task_completed,,,,1,120,
charge_unreachable,0,,,,120,4
task_released,,,,6,121,
task_released,,,,24,121,
charge_unreachable,0,,,,121,4
charge_unreachable,0,,,,122,4
charge_unreachable,0,,,,123,4
task_released,,,,63,124,
charge_unreachable,0,,,,124,4
vehicle_finished_charging,,,0,,124,7
charge_unreachable,0,,,,125,4
vehicle_finished_charging,,,0,,125,5
charge_unreachable,0,,,,126,4
task_released,,,,35,127,
charge_unreachable,0,,,,127,4
task_released,,,,83,128,
task_completed,,,,40,128,
charge_unreachable,0,,,,128,4
task_released,,,,81,129,
charge_unreachable,0,,,,129,4
charge_unreachable,0,,,,130,4
charge_unreachable,0,,,,131,4
task_released,,,,39,132,
task_completed,,,,94,132,
charge_unreachable,0,,,,132,4
charge_unreachable,0,,,,133,4
charge_unreachable,0,,,,134,4
vehicle_became_idle,,reach_depot,,,135,2
charge_unreachable,0,,,,135,4
charge_unreachable,0,,,,136,4
charge_unreachable,0,,,,137,4
vehicle_became_idle,,reach_depot,,,138,0
charge_unreachable,0,,,,138,4
charge_unreachable,0,,,,139,4
task_released,,,,48,140,
charge_unreachable,0,,,,140,4
task_released,,,,50,141,
charge_unreachable,0,,,,141,4
vehicle_finished_charging,,,0,,141,6
charge_unreachable,0,,,,142,4
charge_unreachable,0,,,,143,4
vehicle_finished_charging,,,0,,143,9
task_completed,,,,10,144,
charge_unreachable,0,,,,144,4
charge_unreachable,0,,,,145,4
charge_unreachable,0,,,,146,4
charge_unreachable,0,,,,147,4
vehicle_became_idle,,reach_depot,,,148,1
charge_unreachable,0,,,,148,4
charge_unreachable,0,,,,149,4
task_completed,,,,74,149,
vehicle_became_idle,,reach_depot,,,150,0
charge_unreachable,0,,,,150,4
charge_unreachable,0,,,,151,4
vehicle_became_idle,,reach_depot,,,152,3
charge_unreachable,0,,,,152,4
charge_unreachable,0,,,,153,4
task_released,,,,91,154,
task_completed,,,,50,154,
task_completed,,,,35,154,
charge_unreachable,0,,,,154,4
charge_unreachable,0,,,,155,4
task_completed,,,,39,156,
charge_unreachable,0,,,,156,4
charge_unreachable,0,,,,157,4
task_released,,,,57,158,
charge_unreachable,0,,,,158,4
charge_unreachable,0,,,,159,4
vehicle_finished_charging,,,0,,159,8
vehicle_became_idle,,reach_depot,,,160,1
charge_unreachable,0,,,,160,4
charge_unreachable,0,,,,161,4
vehicle_became_idle,,reach_depot,,,162,0
task_completed,,,,31,162,
charge_unreachable,0,,,,162,4
charge_unreachable,0,,,,163,4
vehicle_became_idle,,reach_depot,,,163,7
task_released,,,,89,164,
vehicle_reached_station,,,0,,164,1
charge_unreachable,0,,,,164,4
charge_unreachable,0,,,,165,4
vehicle_reached_station,,,0,,166,0
charge_unreachable,0,,,,166,4
vehicle_became_idle,,reach_depot,,,166,9
charge_unreachable,0,,,,167,4
task_released,,,,30,168,
task_released,,,,93,168,
charge_unreachable,0,,,,168,4
task_released,,,,16,169,
charge_unreachable,0,,,,169,4
vehicle_became_idle,,reach_depot,,,169,5
charge_unreachable,0,,,,170,4
task_completed,,,,83,170,
task_released,,,,3,171,
task_released,,,,98,171,
charge_unreachable,0,,,,171,4
vehicle_became_idle,,reach_depot,,,172,3
charge_unreachable,0,,,,172,4
vehicle_became_idle,,reach_depot,,,173,2
charge_unreachable,0,,,,173,4
charge_unreachable,0,,,,174,4
charge_unreachable,0,,,,175,4
vehicle_reached_station,,,0,,176,3
charge_unreachable,0,,,,176,4
task_completed,,,,57,176,
task_released,,,,27,177,
vehicle_reached_station,,,0,,177,2
charge_unreachable,0,,,,177,4
task_completed,,,,30,177,
charge_unreachable,0,,,,178,4
charge_unreachable,0,,,,179,4
task_released,,,,86,180,
charge_unreachable,0,,,,180,4
charge_unreachable,0,,,,181,4
charge_unreachable,0,,,,182,4
vehicle_finished_charging,,,0,,182,1
charge_unreachable,0,,,,183,4
vehicle_finished_charging,,,0,,183,0
charge_unreachable,0,,,,184,4
charge_unreachable,0,,,,185,4
vehicle_became_idle,,reach_depot,,,185,5
charge_unreachable,0,,,,186,4
task_released,,,,25,187,
task_released,,,,28,187,
charge_unreachable,0,,,,187,4
task_completed,,,,93,187,
task_completed,,,,89,187,
charge_unreachable,0,,,,188,4
task_completed,,,,48,188,
task_released,,,,38,189,
charge_unreachable,0,,,,189,4
vehicle_became_idle,,reach_depot,,,189,5
vehicle_became_idle,,reach_depot,,,189,7
charge_unreachable,0,,,,190,4
task_completed,,,,3,191,
charge_unreachable,0,,,,191,4
charge_unreachable,0,,,,192,4
charge_unreachable,0,,,,193,4
vehicle_reached_station,,,0,,193,5
vehicle_reached_station,,,0,,193,7
charge_unreachable,0,,,,194,4
charge_unreachable,0,,,,195,4
vehicle_became_idle,,reach_depot,,,195,6
task_released,,,,47,196,
charge_unreachable,0,,,,196,4
task_released,,,,97,197,
charge_unreachable,0,,,,197,4
charge_unreachable,0,,,,198,4
vehicle_finished_charging,,,0,,198,3
charge_unreachable,0,,,,199,4
charge_unreachable,0,,,,200,4
vehicle_finished_charging,,,0,,200,2
charge_unreachable,0,,,,201,4
vehicle_became_idle,,reach_depot,,,202,0
charge_unreachable,0,,,,202,4
charge_unreachable,0,,,,203,4
task_released,,,,90,204,
charge_unreachable,0,,,,204,4
charge_unreachable,0,,,,205,4
charge_unreachable,0,,,,206,4
charge_unreachable,0,,,,207,4
task_completed,,,,86,208,
